"","x"
"1",272.134
"2",123.36265
"3",248.20385
"4",95.65645
"5",107.6971
"6",150.78225
"7",137.46805
"8",86.9761
"9",177.7057
"10",287.6294
"11",80.07655
"12",144.86865
"13",169.58415
"14",165.03
"15",72.9729999999999
"16",108.8469
"17",162.03865
"18",151.72045
"19",301.79745
"20",337.65855
"21",106.1193
"22",111.3079
"23",112.9922
"24",222.9463
"25",190.79
"26",239.6063
"27",91.25525
"28",173.29285
"29",66.0831
"30",84.71625
"31",103.2591
"32",95.3263
"33",123.87115
"34",181.21365
"35",137.405
"36",124.39545
"37",250.5931
"38",180.68975
"39",69.21495
"40",94.4514
"41",122.81155
"42",194.51775
"43",250.72375
"44",129.2041
"45",177.51175
"46",137.45635
"47",170.2056
"48",172.47735
"49",169.9311
"50",121.87875
"51",127.47705
"52",109.7752
"53",118.68305
"54",154.4954
"55",113.06285
"56",43.91955
"57",79.59065
"58",75.71115
"59",92.98575
"60",117.2109
"61",135.2791
"62",160.2919
"63",142.07135
"64",115.78815
"65",148.44605
"66",159.59635
"67",122.6111
"68",133.4002
"69",191.1201
"70",192.0709
"71",187.6611
"72",200.02465
"73",163.238723809524
"74",163.47345
"75",216.8703
"76",266.33
"77",251.1561
"78",172.8656
"79",229.57325
"80",265.4438
"81",203.1252
"82",284.1659
"83",274.51855
"84",265.3226
"85",228.5552
"86",322.236
"87",324.34195
"88",263.72575
"89",204.228133333333
"90",424.8671
"91",277.7536
"92",296.0571
"93",399.86565
"94",402.46705
"95",318.43775
"96",245.6209
"97",272.80165
"98",168.02905
"99",238.85605
"100",421.38845
"101",364.78705
"102",331.61565
"103",336.7101
"104",300.7525
"105",249.34755
"106",254.8731
"107",278.5823
"108",352.5556
"109",362.6982
"110",350.90465
"111",315.85975
"112",225.96555
"113",293.79455
"114",257.4718
"115",175.89425
"116",184.4096
"117",384.28365
"118",434.7956
"119",408.2354
"120",335.82895
"121",334.9813
"122",290.60495
"123",297.88865
"124",217.61905
"125",228.73715
"126",173.44975
"127",170.61325
"128",191.1316
"129",207.22
"130",149.96515
"131",444.58945
"132",423.1411
"133",414.09655
"134",369.6259
"135",327.3214
"136",284.4592
"137",317.9171
"138",343.3832
"139",308.1447
"140",268.29615
"141",241.91555
"142",193.6495
"143",267.9085
"144",241.35355
"145",230.6382
"146",217.3121
"147",207.60275
"148",212.70775
"149",188.35745
"150",438.20695
"151",444.45435
"152",399.45975
"153",418.1021
"154",331.11145
"155",366.4405
"156",383.94625
"157",347.1929
"158",344.74105
"159",315.1863
"160",333.8609
"161",313.97985
"162",299.73865
"163",296.15055
"164",286.3471
"165",247.10025
"166",239.06895
"167",186.31565
"168",191.7835
"169",131.9756
"170",414.38145
"171",416.38995
"172",390.34075
"173",380.35955
"174",302.06135
"175",391.723
"176",351.96755
"177",338.4185
"178",335.6102
"179",342.5596
"180",326.9696
"181",354.07955
"182",323.2935
"183",311.3861
"184",324.1721
"185",297.13885
"186",220.4074
"187",202.16815
"188",116.62285
"189",436.5752
"190",446.36155
"191",390.0647
"192",392.6701
"193",383.3498
"194",394.6655
"195",384.7798
"196",339.15865
"197",342.5716
"198",306.9804
"199",335.69025
"200",352.55065
"201",380.90515
"202",337.83895
"203",315.69775
"204",288.0771
"205",236.6179
"206",183.5835
"207",139.5545
"208",400.96225
"209",443.3098
"210",461.54505
"211",410.90065
"212",390.36095
"213",399.84775
"214",396.76495
"215",365.1521
"216",358.35915
"217",266.19065
"218",348.9086
"219",334.14585
"220",367.0301
"221",386.09365
"222",372.9273
"223",371.342
"224",310.64505
"225",258.3506
"226",224.40315
"227",167.8883
"228",123.38525
"229",390.1927
"230",390.3709
"231",374.1385
"232",425.5475
"233",413.47415
"234",425.4586
"235",353.9686
"236",290.0129
"237",351.99165
"238",339.584
"239",339.7559
"240",369.43435
"241",390.73765
"242",378.24205
"243",421.7184
"244",386.2541
"245",362.9315
"246",286.92705
"247",213.9312
"248",203.8271
"249",191.4948
"250",149.87815
"251",119.49085
"252",318.6537
"253",424.90935
"254",416.67925
"255",363.25415
"256",397.5125
"257",361.30675
"258",360.6029
"259",314.286473529412
"260",373.4955
"261",401.12875
"262",434.02655
"263",414.1215
"264",437.86755
"265",378.8869
"266",329.8197
"267",271.95165
"268",232.42495
"269",187.3618
"270",160.79655
"271",156.1105
"272",217.7556
"273",271.5462
"274",340.29535
"275",358.1437
"276",358.05535
"277",365.56055
"278",377.8436
"279",429.7084
"280",418.7988
"281",447.0305
"282",392.07485
"283",494.94155
"284",326.21385
"285",300.9445
"286",217.331
"287",218.52815
"288",190.0264
"289",150.70605
"290",295.8528
"291",358.54315
"292",338.3778
"293",291.7017
"294",368.35745
"295",409.8779
"296",390.67905
"297",467.73605
"298",449.19325
"299",403.02055
"300",406.96775
"301",396.8494
"302",314.477
"303",260.6808
"304",256.42325
"305",202.243
"306",157.75155
"307",302.9578
"308",333.1032
"309",273.46325
"310",356.29585
"311",405.8001
"312",401.079
"313",285.0793
"314",386.99835
"315",409.2994
"316",389.2139
"317",404.6992
"318",300.44635
"319",294.29675
"320",245.87035
"321",205.06445
"322",161.04305
"323",297.83725
"324",259.48525
"325",341.81755
"326",436.8699
"327",434.0094
"328",351.30285
"329",393.37675
"330",295.278
"331",389.86665
"332",271.0533
"333",351.556349999999
"334",317.50545
"335",305.02935
"336",306.2749
"337",218.16365
"338",378.1844
"339",335.11545
"340",383.035
"341",395.3933
"342",320.9263
"343",354.03795
"344",427.9476
"345",362.46175
"346",241.6215
"347",360.1638
"348",353.17985
"349",264.86835
"350",244.4111
"351",210.9337
"352",283.21765
"353",347.93255
"354",351.05955
"355",379.25895
"356",383.838250000001
"357",387.26355
"358",389.17575
"359",307.5015
"360",356.1657
"361",361.7665
"362",289.5701
"363",233.49515
"364",198.7686
"365",194.0169
"366",287.74505
"367",345.44715
"368",386.6913
"369",335.5456
"370",289.32865
"371",353.874
"372",338.2579
"373",324.19405
"374",327.31225
"375",179.267
"376",165.02485
"377",148.836933333333
"378",354.3663
"379",290.3764
"380",342.99845
"381",349.25415
"382",371.21445
"383",347.8214
"384",296.8438
"385",223.3574
"386",332.5884
"387",169.6407
"388",334.2904
"389",338.10245
"390",317.1722
"391",308.15975
"392",286.7387
"393",311.29445
"394",362.07145
"395",285.2665
"396",277.157
"397",322.2813
"398",234.34485
"399",305.3705
"400",287.43435
"401",332.5943
"402",265.94535
"403",313.30475
"404",314.92105
"405",137.44545
"406",264.008
"407",298.82985
"408",327.11115
"409",313.32025
"410",238.78955
"411",307.54445
"412",174.2317
"413",171.3894
"414",261.22805
"415",290.50485
"416",302.8517
"417",298.6101
"418",279.10585
"419",170.92695
"420",179.25445
"421",192.816575
"422",272.790134615385
"423",291.1039
"424",328.132940909091
"425",260.89265
"426",156.294983333333
"427",278.4734
"428",286.6135
"429",295.69285
"430",183.87535
"431",290.605045338857
"432",195.761378571429
"433",245.6867
"434",274.640321428572
"435",312.61555
"436",236.031197058823
"437",321.160928571429
"438",208.21229469697
"439",251.767216666667
"440",262.7692
"441",300.15275
