"","x"
"1",129.22835
"2",106.06555
"3",250.1479
"4",105.31935
"5",112.859
"6",145.8939
"7",128.96745
"8",78.6193000000001
"9",198.7653
"10",256.48275
"11",168.55085
"12",137.604
"13",154.52815
"14",169.69315
"15",81.46
"16",103.97075
"17",257.166
"18",180.60175
"19",311.3884
"20",254.52995
"21",108.4906
"22",102.6884
"23",85.5298
"24",164.35095
"25",111.18575
"26",300.86815
"27",93.8655
"28",100.80815
"29",63.36935
"30",165.844
"31",106.31855
"32",97.8573
"33",131.49515
"34",207.13225
"35",146.71925
"36",77.8337
"37",246.08535
"38",186.4163
"39",69.34485
"40",170.73915
"41",135.15455
"42",193.7154
"43",248.2697
"44",119.7597
"45",69.49795
"46",138.68285
"47",129.5504
"48",169.7118
"49",167.8118
"50",114.1919
"51",102.535
"52",100.24645
"53",112.423
"54",148.66775
"55",110.28695
"56",43.0666
"57",80.14285
"58",73.8294
"59",97.8451999999999
"60",118.2479
"61",143.24345
"62",160.5484
"63",163.9145
"64",153.171
"65",145.7685
"66",163.5348
"67",182.53905
"68",152.26475
"69",185.6638
"70",187.80205
"71",185.06575
"72",189.54585
"73",143.912590909091
"74",181.1276
"75",213.3042
"76",258.40505
"77",210.538
"78",210.6818
"79",240.0962
"80",269.2701
"81",261.49705
"82",270.82145
"83",263.82375
"84",184.136
"85",256.10895
"86",321.84215
"87",308.30845
"88",226.2944
"89",203.76205
"90",393.108
"91",283.00135
"92",304.2823
"93",291.5787
"94",336.4999
"95",319.05485
"96",290.00745
"97",290.9833
"98",236.90885
"99",238.12175
"100",423.43245
"101",380.18375
"102",334.52815
"103",299.168
"104",295.48305
"105",260.3906
"106",265.64705
"107",250.8488
"108",396.16825
"109",340.2592
"110",333.8249
"111",312.88475
"112",280.566
"113",303.03855
"114",267.53835
"115",182.49125
"116",197.8688
"117",374.5452
"118",437.36905
"119",415.2536
"120",372.8006
"121",323.8104
"122",289.4124
"123",308.18345
"124",280.18415
"125",235.8602
"126",204.852
"127",177.55855
"128",191.8043
"129",202.8886
"130",174.06825
"131",451.9358
"132",425.0568
"133",403.84745
"134",385.0996
"135",265.6573
"136",298.9901
"137",318.0331
"138",330.9353
"139",310.63095
