"","x"
"1",151.24285
"2",103.42685
"3",142.3783
"4",105.15285
"5",101.9494
"6",130.42995
"7",131.9065
"8",90.9590500000001
"9",158.02835
"10",245.9087
"11",96.9585
"12",157.07435
"13",244.44655
"14",187.37675
"15",82.68955
"16",120.263
"17",143.42035
"18",251.7425
"19",166.9264
"20",215.352171428571
"21",118.67415
"22",112.8514
"23",107.7437
"24",208.57745
"25",195.303
"26",163.73085
"27",101.6955
"28",101.8287
"29",84.01985
"30",88.0349
"31",104.13845
"32",103.01805
"33",205.97905
"34",129.89865
"35",156.04105
"36",85.6673
"37",254.62695
"38",123.2377
"39",74.67
"40",97.57945
"41",177.61705
"42",193.6599
"43",267.0271
"44",133.47605
"45",84.8433
"46",140.8341
"47",166.4672
"48",176.09635
"49",159.311311904762
"50",131.66405
"51",140.4822
"52",107.1472
"53",120.694925
"54",146.39255
"55",124.5224
"56",65.64815
"57",86.1645
"58",73.112
"59",117.9894
"60",118.7943
"61",132.32255
"62",160.79335
"63",154.61595
"64",195.52665
"65",152.0571
"66",163.2976
"67",132.56445
"68",131.655
"69",189.6784
"70",195.1651
"71",197.13095
"72",192.53335
"73",148.223180952381
"74",147.0447
"75",188.3714
"76",260.8618
"77",235.95345
"78",198.96185
"79",221.9592
"80",249.0745
"81",274.86295
"82",267.1952
"83",273.55725
"84",259.61855
"85",232.84455
"86",305.881
"87",305.8246
"88",265.9255
"89",297.345445031056
"90",412.20175
"91",257.2038
"92",299.3053
"93",370.95365
"94",374.1417
"95",316.8403
"96",279.8935
"97",260.92125
"98",242.0249
"99",228.2391
"100",427.2567
"101",366.8884
"102",349.0436
"103",303.6144
"104",295.5426
"105",225.46205
"106",255.66195
"107",362.8644
"108",377.52855
"109",349.3033
"110",345.81665
"111",308.7186
"112",282.6581
"113",276.76835
"114",265.887
"115",183.2158
"116",160.6868
"117",299.167
"118",433.1717
"119",422.60645
"120",370.35565
"121",336.1671
"122",278.77995
"123",303.0796
"124",284.487
"125",232.65685
"126",195.5719
"127",196.3087
"128",182.97235
"129",201.85535
"130",164.4084
"131",399.32195
"132",431.51515
"133",393.34335
"134",368.4035
"135",330.38605
"136",291.7132
"137",272.0287
"138",327.5571
"139",270.7451
"140",266.45125
"141",265.50305
"142",244.6508
"143",253.514
"144",260.41995
"145",238.06635
"146",220.54325
"147",196.5457
"148",211.2541
"149",130.441671428571
"150",363.4678
"151",437.08405
"152",336.1044
"153",420.30835
"154",325.17405
"155",333.16735
"156",373.53245
"157",340.11235
"158",332.31755
"159",268.3584
"160",307.98745
"161",296.8346
"162",281.78075
"163",286.7631
"164",272.13055
"165",245.92465
"166",244.4646
"167",185.7559
"168",158.9728
"169",120.9918
"170",388.32505
"171",403.9135
"172",379.16205
"173",370.29385
"174",247.63725
"175",371.62555
"176",351.91765
"177",322.80755
"178",305.5992
"179",328.26685
"180",314.15355
"181",330.0728
"182",309.4232
"183",314.50005
"184",290.0272
"185",273.4208
"186",210.10325
"187",205.2452
"188",110.34905
"189",420.9033
"190",429.9234
"191",376.03975
"192",373.49405
"193",331.2744
"194",377.87265
"195",364.2243
"196",329.8483
"197",331.42115
"198",307.87515
"199",322.41575
"200",325.5919
"201",391.6369
"202",311.18345
"203",301.522
"204",330.3768
"205",219.81455
"206",183.05075
"207",149.0613
"208",391.34055
"209",436.53575
"210",435.9666
"211",385.2346
"212",376.55335
"213",332.63715
"214",382.6147
"215",347.0072
"216",341.903
"217",318.3672
"218",345.42925
"219",317.408
"220",341.34985
"221",397.8991
"222",332.21815
"223",431.54595
"224",305.2985
"225",245.32865
"226",218.54665
"227",167.0998
"228",122.3541
"229",379.368325267486
"230",397.84865
"231",373.3306
"232",407.5357
"233",381.02145
"234",405.4166
"235",373.4719
"236",373.2932
"237",274.1488
"238",333.0392
"239",325.58335
"240",349.35175
"241",371.4807
"242",378.63025
"243",412.2528
"244",488.23565
"245",352.53305
"246",262.906
"247",207.4842
"248",188.3373
"249",200.94095
"250",131.54865
"251",120.3063
"252",298.0024
"253",298.7745
"254",357.239364285714
"255",364.25295
"256",381.40025
"257",375.8684
"258",362.9676
"259",346.88195
"260",367.29605
"261",388.75935
"262",418.35755
"263",389.21705
"264",480.6962
"265",402.0661
"266",377.7865
"267",275.967
"268",206.42125
"269",187.9264
"270",162.51075
"271",136.04935
"272",222.36845
"273",367.38285
"274",328.0801
"275",337.79725
"276",353.73615
"277",351.03315
"278",390.6664
"279",425.13945
"280",409.67285
"281",440.65345
"282",384.85995
"283",444.7456
"284",343.04415
"285",359.7789
"286",233.96935
"287",220.2345
"288",181.3459
"289",133.21365
"290",195.0663
"291",284.6388
"292",323.3184
"293",245.69495
"294",413.92255
"295",401.4817
"296",389.8988
"297",517.06905
"298",447.4562
"299",400.69495
"300",387.0913
"301",356.4481
"302",305.2668
"303",281.01915
"304",299.98725
"305",208.1876
"306",159.68735
"307",299.08785
"308",379.4875
"309",291.8089
"310",337.35555
"311",405.14305
"312",383.1659
"313",308.4234
"314",395.31535
"315",409.87595
"316",385.0607
"317",361.74185
"318",285.23285
"319",285.15185
"320",238.7066
"321",206.02795
"322",159.19225
"323",292.7977
"324",252.8093
"325",401.38985
"326",483.3481
"327",427.74735
"328",363.8724
"329",370.7639
"330",366.79815
"331",381.1875
"332",316.6059
"333",338.09815
"334",309.70405
"335",287.622
"336",304.95385
"337",210.49535
"338",302.1415
"339",320.30465
"340",367.72535
"341",374.44835
"342",227.0038
"343",356.1115
"344",420.0779
"345",352.0158
"346",214.76335
"347",303.06255
"348",323.86915
"349",289.24125
"350",276.0353
"351",212.86265
"352",296.25675
"353",317.8158
"354",332.0542
"355",364.79
"356",365.53425
"357",365.2905
"358",365.38555
"359",313.86565
"360",344.07385
"361",328.673
"362",270.1866
"363",131.40175
"364",199.72885
"365",174.75675
"366",252.4883
"367",336.0996
"368",372.32265
"369",328.52835
"370",271.8014
"371",333.96495
"372",312.2258
"373",330.80555
"374",314.598
"375",170.3891
"376",173.28015
"377",229.89385
"378",345.10255
"379",199.69695
"380",338.6592
"381",344.8094
"382",341.25145
"383",319.50835
"384",298.0352
"385",206.7676
"386",322.53235
"387",267.1738
"388",319.9837
"389",341.92925
"390",313.90145
"391",312.23175
"392",279.3563
"393",305.65525
"394",291.00825
"395",310.66565
"396",335.84265
"397",327.63475
"398",289.11275
"399",287.83435
"400",270.4088
"401",324.7626
"402",261.93095
"403",312.5428
"404",316.6189
"405",150.08195
"406",174.78585
"407",291.552
"408",319.6723
"409",298.40045
"410",303.8009
"411",307.78905
"412",166.93775
"413",151.016971428571
"414",230.65125
"415",288.42415
"416",293.9911
"417",298.9447
"418",275.88805
"419",159.7821
"420",181.76375
"421",200.300290548341
"422",174.3453
"423",286.14015
"424",348.70955
"425",304.25955
"426",261.38085
"427",276.822385714286
"428",277.17375
"429",306.4542
"430",186.70065
"431",263.447684421621
"432",159.57265
"433",150.31475
"434",265.225733333333
"435",300.39685
"436",335.47085
"437",320.11095
"438",197.653820580506
"439",245.525025
"440",239.016254545455
"441",276.68745
"442",277.392620588235
"443",271.3592
"444",335.36445
"445",354.365254545454
"446",289.42175
"447",203.546514827926
"448",155.447227232716
"449",171.952150974026
"450",252.721720588235
"451",256.9393
"452",200.60455
"453",150.4488
"454",341.01855
"455",305.35155
"456",184.251878571428
"457",145.432975228033
"458",296.6044
"459",210.48525
"460",278.36385
"461",315.5124
"462",317.51765
"463",307.852564285715
"464",141.424780411255
"465",192.726183816184
"466",170.153487411687
"467",215.43705
"468",277.11275
"469",302.65505
"470",277.6401
"471",223.22355
"472",141.291410526316
"473",145.03209714051
"474",241.3201
"475",304.5
"476",328.7885
"477",316.61285
"478",195.9175
"479",161.336181818182
"480",122.322665624159
"481",229.81115
"482",243.372157142857
"483",306.4926
"484",301.49945
"485",261.7382
"486",156.880340909091
"487",146.183310145804
"488",211.024040215924
"489",200.18715
"490",245.30515
"491",212.86295
"492",154.5742
