"","x"
"1",159.02995
"2",140.54275
"3",248.03945
"4",113.8815
"5",139.03435
"6",141.64785
"7",148.52455
"8",94.6284
"9",127.2383
"10",281.48545
"11",85.7207000000001
"12",134.93235
"13",168.7468
"14",175.1766
"15",72.0492999999999
"16",109.9238
"17",159.46185
"18",155.5629
"19",302.20805
"20",351.76555
"21",108.8518
"22",192.6513
"23",96.17205
"24",204.3578
"25",160.89065
"26",158.79955
"27",96.7214
"28",164.63775
"29",62.2057
"30",142.43655
"31",136.37195
"32",93.2194000000001
"33",119.2269
"34",133.52975
"35",157.9105
"36",78.29895
"37",250.3129
"38",116.92045
"39",71.7508
"40",94.63
"41",144.7576
"42",116.26495
"43",262.03165
"44",185.01375
"45",78.46175
"46",156.07315
"47",116.682
"48",141.21895
"49",152.8824
"50",122.39055
"51",100.77755
"52",105.34125
"53",120.95895
"54",97.09085
"55",116.0378
"56",66.14315
"57",80.21745
"58",73.4724
"59",105.52515
"60",114.92215
"61",136.1117
"62",164.13575
"63",160.1624
"64",133.285
"65",146.7323
"66",150.2617
"67",120.0907
"68",132.8965
"69",184.1162
"70",197.48375
"71",199.51585
"72",202.6493
"73",148.397757142857
"74",213.4257
"75",215.74745
"76",272.3781
"77",246.1996
"78",200.59035
"79",220.20855
"80",259.61035
"81",264.3646
"82",264.26025
"83",250.5207
"84",168.2304
"85",297.6839
"86",326.7023
"87",305.5529
"88",273.89235
"89",293.302033333333
"90",436.51645
"91",308.9306
"92",303.2575
"93",385.8012
"94",396.18315
"95",313.5475
"96",290.5051
"97",213.677
"98",176.1889
"99",226.8025
"100",391.4498
"101",360.8482
"102",341.07935
"103",336.89475
"104",297.5564
"105",263.44525
"106",252.078
"107",369.7324
"108",393.52165
"109",344.4614
"110",294.93475
"111",307.46705
"112",283.57685
"113",283.0518
"114",259.0206
"115",186.91405
"116",158.8802
"117",383.57185
"118",430.40065
"119",423.15325
"120",374.3917
"121",248.3135
"122",200.27985
"123",262.7097
"124",306.53845
"125",234.42895
"126",212.65555
"127",204.0767
"128",189.7317
"129",205.5998
"130",166.0155
"131",444.0845
"132",430.6549
"133",408.00575
"134",385.16765
"135",239.90715
"136",318.45385
"137",326.5563
"138",330.08525
"139",291.82155
"140",235.26055
"141",260.4877
"142",251.5018
"143",263.5734
"144",237.26525
"145",222.61585
"146",214.52335
"147",198.0386
"148",209.671
"149",153.4385
"150",413.71105
"151",443.34865
"152",416.23905
"153",420.273
"154",335.1872
"155",361.6851
"156",400.8634
"157",358.3327
"158",350.1202
"159",306.681
"160",329.6369
"161",312.12375
"162",292.24155
"163",280.2008
"164",288.27415
"165",229.75955
"166",233.0064
"167",231.45175
"168",157.5488
"169",121.132
"170",398.5672
"171",425.61565
"172",378.75075
"173",389.20105
"174",336.6044
"175",395.85355
"176",364.2596
"177",341.27285
"178",333.37345
"179",346.85245
"180",325.1009
"181",351.125
"182",322.5968
"183",308.1777
"184",306.06505
"185",298.5496
"186",218.46935
"187",192.26665
"188",124.21815
"189",439.4616
"190",441.53615
"191",390.05135
"192",390.61685
"193",384.55855
"194",359.6536
"195",365.4228
"196",340.60015
"197",338.6777
"198",316.2871
"199",333.9774
"200",342.4678
"201",427.38655
"202",327.6377
"203",303.3093
"204",283.14935
"205",228.20585
"206",182.2717
"207",144.89625
"208",382.52975
"209",441.13055
"210",444.76575
"211",399.99955
"212",397.6372
"213",397.109
"214",390.3947
"215",355.9233
"216",347.73025
"217",264.419
"218",359.5817
"219",336.7991
"220",351.96305
"221",409.48785
"222",371.8322
"223",357.955
"224",313.10945
"225",251.85445
"226",212.32465
"227",167.6252
"228",127.2849
"229",369.15405
"230",405.26175
"231",324.0301
"232",416.5168
"233",403.87485
"234",426.1799
"235",358.62785
"236",362.71365
"237",337.5542
"238",287.2413
"239",228.34995
"240",377.5477
"241",381.51605
"242",404.6772
"243",477.77895
"244",408.2857
"245",349.31825
"246",287.4429
"247",211.51625
"248",203.0174
"249",204.95365
"250",146.76475
"251",104.16685
"252",224.05035
"253",430.33325
"254",419.8696
"255",364.4818
"256",406.26385
"257",363.57965
"258",364.74165
"259",362.133355555556
"260",334.9045
"261",391.84855
"262",419.59255
"263",416.09585
"264",444.77765
"265",483.08825
"266",328.31815
"267",272.18485
"268",246.33505
"269",188.55395
"270",155.0552
"271",134.6356
"272",256.19245
"273",250.2147
"274",337.01615
"275",358.33625
"276",363.6473
"277",356.34025
"278",427.1776
"279",410.9812
"280",415.9348
"281",453.0147
"282",405.8759
"283",385.7916
"284",329.2238
"285",309.44075
"286",214.9484
"287",253.79105
"288",180.42055
"289",147.1264
"290",285.4515
"291",436.0127
"292",326.60865
"293",275.29525
"294",434.00465
"295",419.80295
"296",385.47145
"297",460.095
"298",464.18365
"299",402.13165
"300",385.88075
"301",353.4762
"302",307.01145
"303",256.4263
"304",240.1518
"305",205.34855
"306",141.75705
"307",317.98275
"308",334.08775
"309",227.71885
"310",345.36025
"311",416.90865
"312",388.86105
"313",372.56505
"314",399.39715
"315",413.30775
"316",415.0574
"317",405.6461
"318",301.43765
"319",294.70015
"320",279.26395
"321",208.2399
"322",156.9118
"323",271.32315
"324",261.5398
"325",349.95745
"326",423.71525
"327",436.91925
"328",364.27675
"329",393.3602
"330",321.12115
"331",393.94445
"332",318.18665
"333",361.6739
"334",322.3287
"335",321.59445
"336",326.50365
"337",214.14245
"338",303.45905
"339",318.23685
"340",381.9337
"341",349.434
"342",220.9909
"343",351.02815
"344",431.758
"345",373.26675
"346",305.6289
"347",357.96705
"348",348.2626
"349",298.29115
"350",243.49185
"351",244.01945
"352",282.3263
"353",322.6085
"354",351.8947
"355",381.94095
"356",380.0222
"357",385.106
"358",406.6042
"359",305.0634
"360",351.5533
"361",347.7804
"362",287.7298
"363",247.85955
"364",192.51415
"365",175.0537
"366",272.74585
"367",328.5996
"368",385.12505
"369",342.2384
"370",272.6038
"371",341.3791
"372",298.0246
"373",338.49695
"374",325.9216
"375",178.02575
"376",174.3522
"377",237.83715
"378",349.22625
"379",172.70175
"380",345.04175
"381",349.3708
"382",357.39835
"383",322.69885
"384",317.08795
"385",207.28025
"386",308.66875
"387",269.41685
"388",241.56705
"389",338.96665
"390",325.5531
"391",241.68425
"392",283.30165
