"","x"
"1",135.57265
"2",107.1576
"3",253.7288
"4",107.23745
"5",141.2873
"6",143.73905
"7",148.45845
"8",163.8017
"9",115.6992
"10",268.4318
"11",93.7048
"12",127.63095
"13",169.5417
"14",156.3769
"15",77.59445
"16",180.6479
"17",253.49595
"18",182.2648
"19",301.41385
"20",342.41765
"21",135.6907
"22",112.6399
"23",110.0668
"24",221.0642
"25",108.31685
"26",166.7993
"27",98.4667000000001
"28",103.13935
"29",75.768
"30",81.3211499999999
"31",121.23135
"32",118.26765
"33",188.8462
"34",114.5614
"35",156.04575
"36",78.7771000000001
"37",260.57315
"38",114.4555
"39",67.0454
"40",105.4012
"41",122.82445
"42",198.1154
"43",250.6173
"44",169.56265
"45",75.4049
"46",142.729
"47",162.14635
"48",172.94505
"49",167.3511
"50",119.5309
"51",96.65965
"52",94.389
"53",101.3578
"54",148.53655
"55",111.44425
"56",63.21075
"57",72.7003
"58",71.5537
"59",91.99855
"60",111.7151
"61",126.7277
"62",149.23945
"63",160.51055
"64",210.37375
"65",170.63295
"66",167.86815
"67",168.9654
"68",127.2932
"69",191.42425
"70",197.95365
"71",200.57705
"72",199.35855
"73",158.724853571428
"74",144.8564
"75",252.4452
"76",275.00165
"77",244.0976
"78",206.88915
"79",236.7641
"80",249.88485
"81",271.5094
"82",277.8934
"83",270.2165
"84",262.00905
"85",297.62065
"86",319.3338
"87",339.04325
"88",268.293
"89",299.87325
"90",366.44695
"91",297.05765
"92",307.98865
"93",390.72755
"94",337.36485
"95",267.7114
"96",285.26405
"97",222.25965
"98",164.3624
"99",139.1281
"100",430.47835
"101",379.3319
"102",329.9074
"103",332.45035
"104",300.634
"105",260.3972
"106",246.89745
"107",362.42385
"108",383.57435
"109",355.07225
"110",324.2063
"111",306.4841
"112",266.1112
"113",291.2074
"114",247.15315
"115",171.1807
"116",194.39825
"117",386.3559
"118",429.5577
"119",414.4359
"120",374.9421
"121",322.7597
"122",187.5366
"123",275.1844
"124",242.0182
"125",230.2739
"126",152.6243
"127",201.50105
"128",188.58815
"129",199.23635
"130",154.03235
"131",439.94045
"132",425.4352
"133",408.724
"134",377.685
"135",260.15735
"136",321.44455
"137",327.546
"138",342.45875
"139",310.9698
"140",277.5535
"141",269.68845
"142",211.9122
"143",246.47145
"144",242.26125
"145",227.48505
"146",216.1811
"147",199.5548
"148",197.9217
"149",131.4959
"150",431.3566
"151",477.825
"152",407.77
"153",420.0824
"154",306.56205
"155",367.20285
"156",378.3982
"157",350.623
"158",341.2395
"159",313.47085
"160",311.7253
"161",309.9472
"162",299.3124
"163",295.10665
"164",290.82085
"165",275.75665
"166",307.4074
"167",184.24655
"168",146.8274
"169",122.87615
"170",397.8554
"171",419.24785
"172",408.6939
"173",386.2239
"174",359.72075
"175",354.53955
"176",358.26075
"177",348.10945
"178",326.388
"179",351.22535
"180",324.7746
"181",350.05775
"182",327.7386
"183",315.26175
"184",285.6469
"185",279.09445
"186",221.6366
"187",191.21325
"188",124.1046
"189",433.8636
"190",444.30655
"191",393.5806
"192",391.0314
"193",388.765299999999
"194",382.8572
"195",380.94455
"196",341.21535
"197",342.71045
"198",299.59075
"199",342.76585
"200",344.95145
"201",366.11125
"202",327.9464
"203",308.30185
"204",313.2784
"205",225.30255
"206",186.0943
"207",154.0472
"208",312.566247368421
"209",445.0694
"210",455.7781
"211",400.522
"212",388.63735
"213",365.78785
"214",396.87705
"215",341.5176
"216",351.66825
"217",276.8608
"218",358.94435
"219",336.0579
"220",356.2825
"221",404.4655
"222",363.41645
"223",396.14725
"224",298.29305
"225",239.25925
"226",216.14125
"227",165.03845
"228",126.69665
"229",402.5904
"230",421.79725
"231",380.4296
"232",478.464835714285
"233",421.1348
"234",418.41655
"235",357.9572
"236",357.54685
"237",297.0186
"238",351.18455
"239",331.91165
"240",377.01295
"241",386.1854
"242",384.5074
"243",437.7398
"244",414.73335
"245",395.96025
"246",266.62305
"247",233.38025
"248",208.68635
"249",193.1374
"250",119.88975
"251",120.9006
"252",301.5819
"253",423.5533
"254",407.49075
"255",363.3419
"256",403.79325
"257",320.52125
"258",358.26945
"259",294.79845
"260",376.38685
"261",349.1763
"262",409.61625
"263",411.90965
"264",450.554
"265",506.7294
"266",340.2043
"267",269.51955
"268",209.29895
"269",186.40285
"270",160.0423
"271",148.67375
"272",265.6071
"273",250.6626
"274",337.9539
"275",355.0271
"276",356.8779
"277",361.6625
"278",409.80105
"279",424.6557
"280",415.13415
"281",449.2325
"282",381.8885
"283",385.64735
"284",336.59135
"285",307.30735
"286",232.24495
"287",227.94845
"288",165.39115
"289",149.0638
"290",194.97206025641
"291",291.0382
"292",302.702136363636
"293",285.7903
"294",362.82895
"295",397.42535
"296",397.78905
"297",461.7014
"298",425.2572
"299",404.57775
"300",408.79625
"301",355.50545
"302",299.69095
"303",296.36765
"304",263.20075
"305",205.1334
"306",149.69375
"307",316.20835
"308",332.5392
"309",300.06905
"310",353.20785
"311",400.4226
"312",398.39025
"313",376.31445
"314",387.23915
"315",406.48175
"316",378.21705
"317",364.58865
"318",301.57525
"319",295.1645
"320",242.59595
"321",209.0116
"322",163.4342
"323",320.7557
"324",261.2864
"325",405.18715
"326",430.4351
"327",424.9594
"328",351.1623
"329",376.1687
"330",384.20405
"331",389.20805
"332",322.08205
"333",356.90065
"334",323.71545
"335",306.45395
"336",259.3712
"337",237.14645
"338",316.8066
"339",322.91495
"340",380.3814
"341",389.2693
"342",225.08545
"343",293.82475
"344",485.0264
"345",364.58765
"346",319.8082
"347",353.9052
"348",358.68375
"349",298.18285
"350",247.0737
"351",246.30315
"352",421.09845
"353",321.4431
"354",346.0192
"355",384.9334
"356",352.04805
"357",373.9324
"358",385.57335
"359",211.71655
"360",356.4846
"361",314.7358
"362",279.50675
"363",246.03945
"364",196.09345
"365",211.55875
"366",255.55095
"367",336.27645
"368",387.9174
"369",346.07505
"370",253.05905
"371",343.7549
"372",278.3971
"373",320.52885
"374",333.5846
"375",174.70795
"376",162.52495
"377",243.75555
"378",364.087
"379",202.48485
"380",330.577828571429
"381",309.15625
"382",374.62245
"383",342.0001
"384",303.5632
"385",204.4798
"386",321.53105
"387",281.7902
"388",324.96605
"389",322.82275
"390",323.09985
"391",328.3695
"392",285.6394
"393",299.76875
"394",364.7045
"395",312.30435
"396",346.6034
"397",261.3083
"398",301.15265
"399",296.4973
"400",287.6812
"401",344.6656
"402",330.71655
"403",325.81825
"404",322.0331
"405",150.5979
"406",278.54095
"407",292.37705
"408",323.67115
"409",282.024
"410",313.64745
"411",297.61205
"412",170.74975
"413",159.88915
"414",243.2596
"415",295.08175
"416",241.083912418301
"417",239.3213
"418",281.64895
"419",125.42715
"420",162.94755
"421",198.1116375
"422",277.6258
"423",287.2403
"424",306.50165
"425",260.176
"426",267.035
"427",249.123990909091
"428",187.47715
"429",297.67735
"430",190.422342307692
"431",214.200464882646
"432",253.0615
"433",160.29145
"434",282.73755
"435",303.32255
"436",321.57615
"437",308.1315
"438",206.692990842491
"439",266.905321428571
"440",171.28755
"441",289.94825
"442",260.225064285714
"443",287.91475
"444",330.19575
"445",361.667433516483
"446",293.8878
"447",233.2122
"448",214.696279344822
"449",176.55827890662
"450",253.85095
"451",253.9081
"452",287.72305
"453",146.9607
"454",333.1605
"455",303.39285
"456",202.3711
"457",260.63515
"458",294.97245
"459",223.83505
"460",297.0857
"461",317.0969
"462",322.4369
"463",298.44455
"464",189.8348
"465",197.306884844322
"466",208.94376875
"467",202.72245
"468",188.7508
"469",266.99055
"470",282.36735
"471",303.93425
"472",156.6945
"473",226.455530757686
"474",248.6127
"475",303.21805
"476",329.52425
"477",318.01255
"478",177.3208
"479",219.224807692308
"480",144.709773112182
"481",245.11215
"482",234.044295945946
"483",314.2986
"484",237.1489
"485",207.8422
"486",199.34445
"487",164.456233846448
"488",282.385330377955
"489",186.01355
"490",222.8861
"491",199.1885
"492",159.15135
"493",150.71755
"494",143.65805
"495",197.850563311688
"496",213.428207850708
"497",194.15785
"498",183.170226190476
"499",162.076877272727
"500",141.092198443713
"501",120.073035714286
"502",208.745705596365
"503",278.093183333333
"504",166.5653
"505",169.08515
"506",151.44335
"507",190.364695454545
"508",189.550194642857
"509",181.026514734848
"510",195.907026923077
"511",190.705271198157
"512",91.6636000000001
"513",54.06805
"514",72.4115
"515",84.95645
"516",60.42915
"517",89.2785
"518",112.0447
"519",67.2994
"520",36.96275
"521",80.32385
"522",103.26285
"523",102.7361
"524",87.2687
"525",63.80265
"526",48.4688
"527",68.24555
"528",56.66075
"529",46.7324
"530",106.99225
"531",99.5134
"532",80.10235
"533",75.0822
"534",51.2344
"535",78.92645
"536",104.0518
"537",148.766
"538",69.2403
"539",55.5798
"540",79.32365
"541",102.609
"542",124.4128
"543",116.5633
"544",99.6533
"545",115.75295
"546",81.20625
"547",93.0003000000001
"548",43.17325
"549",55.32485
"550",65.9377
"551",72.2053000000001
"552",52.0950000000001
"553",76.5961500000001
"554",102.5789
"555",103.58275
"556",115.5467
"557",73.23225
"558",112.321
"559",101.7961
"560",80.4636
"561",76.28
"562",71.30055
"563",62.34085
"564",54.78125
"565",80.814
"566",73.93495
"567",81.56255
"568",44.28765
"569",146.41575
"570",69.2098000000001
"571",86.6174
"572",51.95775
"573",65.5564
"574",75.04655
"575",86.63745
"576",73.86645
"577",119.928
"578",68.82505
"579",70.19345
"580",78.8185
"581",43.78615
"582",55.2903
"583",54.9499
"584",85.88195
"585",78.9586
"586",76.55785
"587",58.4995
"588",90.2514
"589",56.6073
"590",60.5913
"591",58.7334
"592",74.0172499999999
"593",51.5568
"594",49.8181
"595",63.5235
"596",102.76345
"597",104.10535
"598",49.96945
"599",91.4412
"600",80.0433
"601",74.4534
"602",94.0062
"603",72.18415
"604",88.65305
"605",148.44775
"606",176.3135
"607",81.41345
"608",116.26595
"609",91.6404
"610",73.81915
"611",60.32725
"612",62.98335
"613",83.2519606393606
"614",54.06715
"615",65.9675
"616",61.8367
"617",100.78865
"618",74.28595
"619",82.5839
"620",69.68705
"621",141.15585
"622",93.20005
"623",109.65915
"624",84.25185
"625",83.13475
"626",122.8463
"627",119.9387
"628",135.8224
"629",114.0488
"630",181.0296
"631",102.6105
"632",122.150226923077
"633",62.50595
"634",60.089
"635",100.0347
"636",82.8435
"637",59.57415
"638",70.99495
"639",138.7874
"640",128.20055
"641",111.79285
"642",90.8477
"643",130.47125
"644",88.9215
"645",87.9958
"646",152.30905
"647",117.9266
"648",109.6024
"649",203.70225
"650",105.5524
"651",171.94945
"652",108.68915
"653",62.6844
"654",68.3745
"655",69.4798
"656",60.91235
"657",117.7752
"658",79.94175
"659",118.1418
"660",124.0587
"661",102.03435
"662",67.948
"663",84.81855
"664",110.7173
"665",103.57845
"666",125.8123
"667",225.18835
"668",190.73075
"669",60.6494
"670",185.62955
"671",170.0047
"672",62.30505
"673",95.3032999999999
"674",83.403
"675",124.50625
"676",123.65075
"677",107.07275
"678",87.2866
"679",120.6956
"680",102.0309
"681",98.33955
"682",92.1988499999999
"683",126.81215
"684",117.8691
"685",58.1171
"686",97.23175
"687",94.3904
"688",161.29215
"689",163.58525
"690",130.0829
"691",145.09915
"692",115.528
"693",99.3657499999999
"694",166.54385
"695",88.1985
"696",114.89385
"697",106.09475
"698",90.4448999999999
"699",84.2326000000001
"700",110.1788
"701",169.3314
"702",113.6197
"703",109.98145
"704",149.0909
"705",157.2674
"706",90.69215
"707",103.97545
"708",97.4624
"709",96.90145
"710",106.6834
"711",82.56105
"712",95.9367500000001
"713",115.94375
"714",118.28445
"715",175.76445
"716",111.23185
"717",123.5242
"718",83.4392
"719",116.81375
"720",91.43255
"721",83.08555
"722",125.5591
"723",151.7382
"724",102.88125
"725",205.2845
"726",152.3687
"727",136.17955
"728",123.2584
"729",109.6925
"730",166.4096
"731",251.987
"732",86.4840500000001
"733",53.33535
"734",62.77395
"735",75.20935
"736",93.01575
"737",87.7659
"738",137.0559
"739",198.29595
"740",140.932
"741",156.1263
"742",104.6475
"743",109.8328
"744",114.8456
"745",157.051
"746",165.3096
"747",107.7557
"748",75.7079000000001
"749",62.99865
"750",80.4615
"751",82.978
"752",70.6458
"753",64.7985
"754",77.2858500000001
"755",87.2963
"756",125.76755
"757",141.59985
"758",64.36465
"759",136.54015
"760",136.53645
"761",201.50935
"762",164.23165
"763",123.41845
"764",184.42255
"765",78.98635
"766",109.70075
"767",123.913
"768",131.52915
"769",66.5552
"770",44.2353
"771",49.31385
"772",66.03
"773",88.07245
"774",116.19845
"775",113.75485
"776",127.74735
"777",84.5472499999999
"778",93.12135
"779",171.0346
"780",183.2517
"781",101.15655
"782",141.12415
"783",155.08625
"784",184.9108
"785",298.8146
"786",219.1941
"787",122.79295
"788",154.71155
"789",136.2339
"790",119.8983
"791",80.4575999999999
"792",44.14865
"793",87.5574499999999
"794",98.85015
"795",139.53165
"796",178.383
"797",196.21805
"798",191.5446
"799",113.26825
"800",86.6390000000001
"801",73.20035
"802",89.0336500000001
"803",120.6369
"804",140.2542
"805",164.2267
"806",122.6488
"807",141.24625
"808",181.49225
"809",157.5131
"810",266.17885
"811",207.70655
"812",129.95245
"813",198.83155
"814",180.43505
"815",188.85495
"816",110.7943
"817",78.36345
"818",65.36425
"819",54.90915
"820",103.09935
"821",135.0718
"822",179.5688
"823",219.474
"824",326.75845
"825",216.59925
"826",146.01295
"827",175.5141
"828",108.2009
"829",115.62185
"830",141.15845
"831",166.44765
"832",100.52515
"833",93.4063
"834",110.2463
"835",144.35375
"836",142.00405
"837",152.27265
"838",216.83195
"839",160.44725
"840",173.5725
"841",236.529
"842",233.3252
"843",229.49415
"844",180.9301
"845",226.69545
"846",300.4998
"847",180.1513
"848",179.6516
"849",163.65725
"850",73.4909
"851",43.6955
"852",163.0512
"853",119.3414
"854",183.009
"855",233.114
"856",303.09755
"857",191.6701
"858",229.7416
"859",186.45955
"860",165.97395
"861",211.72355
"862",143.1336
"863",98.2467
"864",67.4501500000001
"865",128.3307
"866",68.3898
"867",94.72165
"868",140.2571
"869",184.48085
"870",197.22325
"871",214.72185
"872",238.57395
"873",183.22875
"874",183.39445
"875",180.70455
"876",235.62105
"877",267.16465
"878",177.27715
"879",182.80945
"880",226.932
"881",53.9978
"882",80.3722999999999
"883",57.34365
"884",71.39535
"885",124.3751
"886",141.5203
"887",236.7972
"888",189.5059
"889",232.8798
"890",219.9454
"891",244.34975
"892",230.61945
"893",224.21195
"894",143.99675
"895",205.29625
"896",130.11065
"897",169.8388
"898",88.4311
"899",92.15385
"900",88.1400000000001
"901",124.2578
"902",186.27345
"903",212.1027
"904",265.60675
"905",228.20125
"906",229.987
"907",257.68795
"908",241.0437
"909",255.45035
"910",249.09265
"911",197.0841
"912",159.0163
"913",98.1763
"914",120.9228
"915",108.66065
"916",83.7489
"917",174.67785
"918",121.92235
"919",164.7369
"920",194.9
"921",221.4696
"922",240.15125
"923",213.02075
"924",252.5754
"925",173.25725
"926",152.84535
"927",187.39955
"928",124.4593
"929",164.04755
"930",111.34425
"931",180.9172
"932",150.79255
"933",200.4915
"934",237.14735
"935",217.94905
"936",273.71845
"937",270.755
"938",314.2029
"939",293.59945
"940",277.92475
"941",233.1835
"942",235.84915
"943",186.8245
"944",168.1828
"945",170.8213
"946",155.28555
"947",156.69635
"948",150.38105
"949",194.4696
"950",190.90935
"951",186.9042
"952",171.515
"953",166.46445
"954",184.06575
"955",194.57775
"956",231.79745
"957",245.60915
"958",243.0726
"959",191.02795
"960",213.38595
"961",202.7826
"962",176.7417
"963",166.7692
"964",153.60745
"965",138.57195
"966",156.6271
"967",221.32865
"968",214.2492
"969",271.428
"970",260.857
"971",282.3111
"972",313.68535
"973",315.64645
"974",279.7301
"975",213.71175
"976",285.22735
"977",225.32415
"978",261.3054
"979",218.05155
"980",203.50725
"981",212.4958
"982",208.3437
"983",207.11865
"984",190.02235
"985",226.7987
"986",201.37895
"987",206.61935
"988",198.4188
"989",164.1791
"990",165.7496
"991",157.3785
"992",172.8403
"993",186.89925
"994",191.17125
"995",221.66985
"996",278.78395
"997",223.6151
"998",205.03285
"999",189.32145
"1000",197.23115
"1001",258.49935
"1002",275.1367
"1003",228.9678
"1004",137.3634
"1005",237.76215
"1006",192.146
"1007",224.3369
"1008",246.6243
"1009",271.9992
"1010",317.1641
"1011",318.6667
"1012",265.9624
"1013",294.30365
"1014",211.7934
"1015",206.5444
"1016",280.24825
"1017",269.8566
"1018",242.08625
"1019",204.7533
"1020",263.52755
"1021",230.49635
"1022",214.3405
"1023",184.8027
"1024",175.16095
"1025",182.23795
"1026",248.9252
"1027",258.6783
"1028",323.67015
"1029",227.1126
"1030",214.4017
"1031",216.153
"1032",224.3012
"1033",241.409
"1034",232.89395
"1035",308.9126
"1036",228.7602
"1037",173.28425
"1038",287.7852
"1039",379.9048
"1040",270.6057
"1041",254.63695
"1042",214.42105
"1043",165.07175
"1044",171.38865
"1045",240.16175
"1046",360.3779
"1047",243.71915
"1048",209.86345
"1049",205.98445
"1050",266.00915
"1051",209.325
"1052",251.4755
"1053",223.5944
"1054",276.85315
"1055",355.9343
"1056",389.1826
"1057",282.58955
"1058",244.05515
"1059",263.07825
"1060",205.99855
"1061",279.23055
"1062",286.4902
"1063",259.90465
"1064",247.638
"1065",263.51085
"1066",218.23735
"1067",196.30275
"1068",194.63435
"1069",465.6213
"1070",459.95065
"1071",235.72245
"1072",317.6181
"1073",450.9619
"1074",286.00325
"1075",257.8648
"1076",252.40415
"1077",301.07595
"1078",333.8912
"1079",323.87605
"1080",466.0717
"1081",374.95365
"1082",261.2268
"1083",246.38385
"1084",222.8438
"1085",270.65265
"1086",197.70075
"1087",220.2193
"1088",202.33585
"1089",202.531
"1090",232.50465
"1091",291.43355
"1092",294.11205
"1093",276.7004
"1094",356.32125
"1095",266.6351
"1096",259.0083
"1097",266.5673
"1098",266.1904
"1099",262.2299
"1100",255.83395
"1101",248.55725
"1102",222.71695
"1103",233.70095
"1104",263.40835
"1105",310.45215
"1106",306.61955
"1107",293.04615
"1108",309.47785
"1109",507.63785
"1110",479.4323
"1111",436.50315
"1112",526.77835
"1113",459.91075
"1114",484.7681
"1115",288.47235
"1116",490.8524
"1117",337.372
"1118",502.7597
"1119",514.718
"1120",499.81245
"1121",471.0022
"1122",473.227
"1123",299.81195
"1124",274.96315
"1125",230.88915
"1126",213.82695
"1127",256.7205
"1128",191.04065
"1129",217.36605
"1130",209.50275
"1131",250.33815
"1132",262.32345
"1133",245.5851
"1134",270.5031
"1135",286.6669
"1136",275.78185
"1137",254.7195
"1138",247.8413
"1139",254.9718
"1140",235.65235
"1141",252.52915
"1142",229.55245
"1143",214.43255
"1144",347.43385
"1145",297.5663
"1146",269.85715
"1147",452.78845
"1148",433.4353
"1149",556.55635
"1150",510.2878
"1151",559.2977
"1152",508.34925
"1153",521.67195
"1154",528.8666
"1155",546.73625
"1156",349.7452
"1157",512.90245
"1158",526.00125
"1159",452.2842
"1160",489.1527
"1161",481.0586
"1162",404.832207142857
"1163",270.78955
"1164",245.3584
"1165",226.5983
"1166",234.10315
"1167",211.3835
"1168",201.0704
"1169",242.33675
"1170",232.4308
"1171",256.45615
"1172",267.83105
"1173",266.1228
"1174",314.47635
"1175",211.60145
"1176",266.1056
"1177",259.0565
"1178",242.12125
"1179",228.61555
"1180",216.3304
"1181",218.8069
"1182",206.40615
"1183",306.85025
"1184",518.94525
"1185",376.88525
"1186",526.47875
"1187",570.92415
"1188",580.83475
"1189",564.91665
"1190",531.95675
"1191",518.01315
"1192",539.7288
"1193",604.4098
"1194",561.6674
"1195",548.06805
"1196",514.25065
"1197",569.1665
"1198",490.529
"1199",444.55425
"1200",321.96805
"1201",323.4323
"1202",265.74735
"1203",245.0517
"1204",249.3976
"1205",226.33335
"1206",257.47115
"1207",262.5012
"1208",288.14385
"1209",257.916
"1210",258.245
"1211",252.0857
"1212",274.73275
"1213",208.9669
"1214",193.0989
"1215",199.0382
"1216",199.6604
"1217",174.2349
"1218",564.98835
"1219",554.35735
"1220",504.9698
"1221",624.87705
"1222",563.39175
"1223",366.319
"1224",569.2948
"1225",592.19815
"1226",590.4922
"1227",557.4265
"1228",505.9794
"1229",486.09215
"1230",447.5929
"1231",330.00005
"1232",311.42055
"1233",296.11355
"1234",272.06175
"1235",310.8164
"1236",301.9654
"1237",275.2281
"1238",239.47755
"1239",245.75495
"1240",255.8348
"1241",270.7747
"1242",262.7058
"1243",272.5088
"1244",190.7861
"1245",200.45755
"1246",187.47655
"1247",241.3678
"1248",174.6227
"1249",165.23655
"1250",125.6619
"1251",599.2202
"1252",564.49405
"1253",644.7878
"1254",621.77915
"1255",614.87065
"1256",571.27755
"1257",501.5923
"1258",477.3047
"1259",492.20135
"1260",486.74795
"1261",417.63445
"1262",434.5336
"1263",353.239
"1264",318.0794
"1265",335.82405
"1266",277.8023
"1267",244.07865
"1268",218.06315
"1269",214.58995
"1270",304.6357
"1271",207.8319
"1272",197.0412
"1273",156.5641
"1274",162.06945
"1275",268.87545
"1276",217.40185
"1277",184.55135
"1278",129.00985
"1279",575.4764
"1280",614.0301
"1281",561.2219
"1282",627.5765
"1283",599.964599999999
"1284",576.9383
"1285",597.62305
"1286",486.50965
"1287",414.1182
"1288",477.44225
"1289",408.5277
"1290",430.12385
"1291",373.8135
"1292",334.2051
"1293",323.0225
"1294",247.5004
"1295",227.7311
"1296",228.5359
"1297",187.9115
"1298",198.9631
"1299",165.1812
"1300",248.0166
"1301",213.11755
"1302",157.23715
"1303",112.1149
"1304",201.96795
"1305",153.7024
"1306",563.6873
"1307",367.442
"1308",596.7124
"1309",605.8866
"1310",479.08995
"1311",432.7302
"1312",463.84925
"1313",398.9676
"1314",419.7455
"1315",423.1764
"1316",331.66495
"1317",251.65665
"1318",239.08265
"1319",230.29925
"1320",247.33185
"1321",175.7315
"1322",195.71505
"1323",178.18615
"1324",245.5896
"1325",200.5729
"1326",145.90215
"1327",241.3659
"1328",143.536
"1329",180.604621428571
"1330",441.3765
"1331",480.32415
"1332",483.6521
"1333",377.02485
"1334",601.67345
"1335",525.19055
"1336",603.050900000001
"1337",567.9472
"1338",526.4517
"1339",490.40865
"1340",478.04275
"1341",408.32665
"1342",358.6482
"1343",369.06275
"1344",416.5613
"1345",291.9599
"1346",218.92695
"1347",198.75025
"1348",188.542
"1349",149.5496
"1350",166.2746
"1351",157.80485
"1352",153.73205
"1353",256.18175
"1354",161.90255
"1355",154.28825
"1356",151.43795
"1357",109.6274
"1358",91.96025
"1359",116.46545
"1360",95.2757
"1361",247.01585
"1362",324.633
"1363",273.75615
"1364",447.51025
"1365",498.4253
"1366",543.06245
"1367",616.068650000001
"1368",607.0276
"1369",565.04045
"1370",389.9758
"1371",542.7031
"1372",397.7264
"1373",447.4423
"1374",441.17985
"1375",409.3219
"1376",226.22105
"1377",192.0269
"1378",158.5563
"1379",145.76765
"1380",197.01165
"1381",162.8222
"1382",157.9977
"1383",143.2096
"1384",157.7201
"1385",124.8874
"1386",138.4947
"1387",167.47575
"1388",87.54105
"1389",109.0343
"1390",86.94015
"1391",268.0166
"1392",231.601
"1393",269.8571
"1394",547.80175
"1395",476.2603
"1396",612.22475
"1397",529.24305
"1398",424.75285
"1399",496.148
"1400",446.06275
"1401",411.5753
"1402",325.27805
"1403",409.94045
"1404",241.94255
"1405",175.2284
"1406",168.1323
"1407",166.30655
"1408",142.78055
"1409",151.2771
"1410",130.6708
"1411",124.822
"1412",107.2079
"1413",80.5033
"1414",80.02695
"1415",58.49785
"1416",125.9792
"1417",198.34635
"1418",431.1574
"1419",199.07355
"1420",503.89845
"1421",556.66675
"1422",592.92445
"1423",597.14055
"1424",588.094
"1425",464.1363
"1426",372.4335
"1427",510.8302
"1428",546.82725
"1429",397.65325
"1430",558.2037
"1431",437.35145
"1432",446.368
"1433",368.17375
"1434",369.5813
"1435",262.8851
"1436",214.2333
"1437",172.81475
"1438",140.6073
"1439",148.64725
"1440",153.65555
"1441",137.90785
"1442",126.77685
"1443",128.10555
"1444",128.704
"1445",179.34015
"1446",48.906
"1447",162.4013
"1448",183.6588
"1449",475.2216
"1450",428.1335
"1451",367.1228
"1452",598.42995
"1453",570.5702
"1454",524.7664
"1455",544.01985
"1456",530.3221
"1457",456.5542
"1458",499.038
"1459",561.41185
"1460",521.80305
