"","x"
"1",255.514085714286
"2",106.9069
"3",237.67365
"4",115.0229
"5",106.58595
"6",132.1155
"7",143.9693
"8",101.66465
"9",127.5278
"10",280.0961
"11",193.34765
"12",171.2242
"13",247.0674
"14",178.645
"15",84.5320500000001
"16",128.7297
"17",167.7026
"18",237.3291
"19",189.0014
"20",334.1146
"21",129.2712
"22",119.44215
"23",115.88635
"24",215.90885
"25",240.37035
"26",293.44335
"27",99.0391499999999
"28",104.8581
"29",67.16245
"30",98.6824500000001
"31",113.44875
"32",100.98935
"33",214.5533
"34",126.98935
"35",160.1009
"36",132.984
"37",258.4205
"38",119.96065
"39",74.5288
"40",166.70975
"41",175.3265
"42",198.4566
"43",127.104757142857
"44",139.13245
"45",87.6654
"46",161.636
"47",166.21405
"48",168.15915
"49",158.45485
"50",134.31275
"51",149.8604
"52",131.742885714286
"53",160.0641
"54",160.3439
"55",119.50445
"56",56.9818
"57",87.3578500000001
"58",109.09675
"59",103.22605
"60",121.2512
"61",130.8341
"62",159.4915
"63",145.7053
"64",147.1949
"65",151.2295
"66",160.2714
"67",133.5715
"68",138.92585
"69",185.13385
"70",191.2065
"71",205.5094
"72",187.7037
"73",149.045102380952
"74",152.1443
"75",205.22225
"76",273.18165
"77",243.82945
"78",208.81565
"79",229.9581
"80",256.71695
"81",260.7823
"82",260.9694
"83",278.5282
"84",259.18905
"85",272.846892857143
"86",316.43875
"87",291.68765
"88",251.4515
"89",291.726147478992
"90",402.1832
"91",284.8165
"92",299.17915
"93",371.6984
"94",373.88695
"95",309.1778
"96",279.11675
"97",256.6991
"98",152.0527
"99",149.6427
"100",427.49685
"101",370.8338
"102",323.6168
"103",308.42165
"104",292.6988
"105",204.5689
"106",238.89855
"107",366.5881
"108",371.3718
"109",343.5535
"110",325.2371
"111",296.24105
"112",215.165
"113",284.47815
"114",267.95955
"115",177.27335
"116",145.9557
"117",362.0316
"118",421.6744
"119",415.54445
"120",335.53775
"121",255.09925
"122",288.69495
"123",300.7557
"124",281.9208
"125",229.55895
"126",191.58475
"127",197.47425
"128",190.7583
"129",204.3078
"130",162.49265
"131",430.21195
"132",435.505900000001
"133",404.0069
"134",390.90735
"135",311.74295
"136",295.0497
"137",312.22755
"138",287.56865
"139",291.9173
"140",202.4498
"141",262.17135
"142",238.263
"143",212.2948
"144",233.20865
"145",219.41975
"146",208.87785
"147",198.5465
"148",224.4599
"149",146.02815
"150",429.43545
"151",438.8908
"152",392.6338
"153",408.6684
"154",273.26925
"155",354.47625
"156",362.9999
"157",336.8138
"158",342.51335
"159",274.917
"160",310.4591
"161",302.79375
"162",297.3292
"163",287.0997
"164",293.1429
"165",233.2905
"166",300.57465
"167",186.69585
"168",150.4459
"169",123.5186
"170",394.1588
"171",402.2106
"172",368.13565
"173",367.237350000001
"174",333.92875
"175",373.02025
"176",344.9161
"177",326.45365
"178",283.5766
"179",310.50285
"180",285.6641
"181",336.4396
"182",307.8472
"183",309.03495
"184",285.6528
"185",279.02275
"186",216.7704
"187",193.3976
"188",108.77715
"189",357.50935
"190",439.90645
"191",375.0308
"192",368.35915
"193",342.83
"194",371.27495
"195",356.971
"196",325.24535
"197",340.5253
"198",292.1102
"199",327.81125
"200",330.2375
"201",362.40945
"202",332.61915
"203",314.11905
"204",291.33815
"205",237.5995
"206",167.84495
"207",139.29595
"208",315.528675
"209",443.73065
"210",416.762
"211",382.9541
"212",376.83255
"213",379.22175
"214",349.9963
"215",326.6959
"216",356.6015
"217",235.7737
"218",349.16285
"219",332.1294
"220",343.81315
"221",395.61065
"222",351.84995
"223",419.0302
"224",350.531
"225",244.4468
"226",211.8604
"227",163.8827
"228",122.50945
"229",342.680721278721
"230",390.2603
"231",370.52345
"232",423.1254
"233",415.58655
"234",395.3526
"235",356.687
"236",356.36155
"237",273.48285
"238",324.7432
"239",331.57565
"240",361.7398
"241",371.10625
"242",378.8057
"243",423.0187
"244",388.7707
"245",347.8793
"246",268.24995
"247",266.58285
"248",202.3216
"249",192.7351
"250",138.28005
"251",121.4291
"252",285.78115
"253",411.9606
"254",417.85505
"255",362.4155
"256",367.5544
"257",356.701
"258",358.96395
"259",348.7841
"260",352.02775
"261",324.92195
"262",401.243207142857
"263",405.5542
"264",433.2114
"265",448.522
"266",383.33375
"267",329.8826
"268",215.23785
"269",192.80365
"270",161.81225
"271",146.26175
"272",210.2728
"273",247.87855
"274",328.02275
"275",352.20885
"276",319.8547
"277",374.61745
"278",376.34345
"279",429.2985
"280",407.7589
"281",439.5254
"282",392.32855
"283",379.82175
"284",373.8722
"285",367.63375
"286",226.38095
"287",271.05275
"288",176.35285
"289",148.74215
"290",267.173057142857
"291",251.7419
"292",328.643
"293",304.59935
"294",418.39045
"295",458.06535
"296",382.2716
"297",464.22015
"298",438.666199999999
"299",404.53345
"300",402.70055
"301",347.075
"302",305.9472
"303",242.6375
"304",271.56325
"305",200.84255
"306",154.17555
"307",288.24175
"308",331.7291
"309",305.29885
"310",337.49405
"311",417.4669
"312",388.6628
"313",270.97035
"314",398.60785
"315",390.4394
"316",377.8974
"317",361.3139
"318",302.05525
"319",284.41075
"320",253.60875
"321",201.27615
"322",150.658
"323",294.1416
"324",251.7453
"325",332.6047
"326",411.87405
"327",402.22945
"328",322.27395
"329",390.636
"330",296.1233
"331",377.53795
"332",318.8106
"333",314.7609
"334",318.5977
"335",298.0864
"336",245.7099
"337",225.38495
"338",318.71405
"339",353.6631
"340",361.34745
"341",377.94445
"342",316.08425
"343",305.46125
"344",430.8928
"345",347.40085
"346",302.439
"347",336.59675
"348",323.9866
"349",283.72925
"350",241.82765
"351",213.01455
"352",297.71055
"353",314.411
"354",325.3927
"355",365.00995
"356",328.97065
"357",369.14265
"358",364.86365
"359",211.9996
"360",337.73855
"361",340.8505
"362",281.35725
"363",231.43765
"364",192.1486
"365",198.6838
"366",261.17575
"367",300.62835
"368",366.85835
"369",337.34585
"370",335.5899
"371",337.09145
"372",264.5094
"373",329.54255
"374",279.7925
"375",171.71295
"376",166.52475
"377",242.217
"378",326.90335
"379",215.3515
"380",355.06895
"381",354.90595
"382",321.66295
"383",306.6519
"384",216.33715
"385",187.8914
"386",311.8689
"387",162.1924
"388",337.8917
"389",346.0813
"390",324.9398
"391",301.94455
"392",178.14095
"393",279.4863
"394",343.836
"395",306.6826
"396",288.45475
"397",321.7497
"398",216.57155
"399",216.1861
"400",277.5346
"401",324.1718
"402",316.2484
"403",307.43045
"404",252.46
"405",163.8727
"406",173.3697
"407",214.96355
"408",269.3233
"409",302.8225
"410",304.0276
"411",291.2039
"412",166.37005
"413",149.636971428571
"414",257.368257142857
"415",228.58215
"416",300.1872
"417",234.3078
"418",184.02865
"419",119.6077
"420",156.5773
"421",166.67965
"422",266.383
"423",275.3229
"424",326.858488461538
"425",282.61235
"426",252.4212
"427",271.367545378151
"428",156.7678
"429",304.15385
"430",167.025885714286
"431",268.443289057589
"432",190.91085
"433",235.27125
"434",203.1603
"435",198.4131
"436",311.947195454546
"437",328.22845
"438",196.040927673797
"439",248.7823
"440",195.75395
"441",227.923
"442",261.595742640693
"443",264.5124
"444",332.6493
"445",343.50555
"446",293.50015
"447",210.189421829641
"448",236.42476911709
"449",178.482797619048
"450",193.706298593073
"451",256.429
"452",200.40495
"453",285.1465
"454",264.370216063348
"455",291.90865
"456",193.307225
"457",178.432533333333
"458",299.90635
"459",275.1295
"460",276.38575
"461",294.86415
"462",262.981
"463",219.68275
"464",181.731711538461
"465",184.657606926407
"466",184.516687272727
"467",211.379
"468",282.16885
"469",295.864
"470",201.44905
"471",306.04035
"472",162.16625
"473",220.745699150601
"474",158.3589
"475",244.600765789474
"476",317.5127
"477",311.5699
"478",184.78225
"479",188.1604
"480",167.695829395604
"481",222.59985
"482",247.3048
"483",308.743555555555
"484",222.7074
"485",194.8864
"486",160.57735
"487",170.117028904018
"488",231.472661263453
"489",187.00475
"490",242.16625
"491",206.20515
"492",169.850966666667
"493",165.6115
"494",146.270166666667
"495",183.879041666667
"496",224.344424852893
"497",171.45135
"498",166.404174827428
"499",151.4482
"500",150.71875842237
"501",123.68015
"502",199.48004807423
"503",284.733353571428
"504",156.985014285714
"505",161.577837987013
"506",145.58335
"507",172.451169047619
"508",176.110405844156
"509",186.356754487179
"510",188.584797413793
"511",205.676476923077
"512",101.9069
"513",120.04945
"514",85.8572500000001
"515",93.25545
"516",79.796
"517",106.8404
"518",77.44835
"519",140.53475
"520",63.29285
"521",70.13295
"522",126.06855
"523",74.93185
"524",101.6991
"525",71.5686
"526",131.54715
"527",89.8624000000001
"528",127.6903
"529",95.0991500000001
"530",209.9434
"531",101.68355
"532",89.8571999999999
"533",103.1372
"534",74.58085
"535",127.89555
"536",94.61335
"537",94.88995
"538",89.5247999999999
"539",133.2124
"540",56.85355
"541",73.09045
"542",186.5978
"543",106.7118
"544",182.2336
"545",121.7952
"546",84.65615
"547",66.69975
"548",118.2037
"549",108.4481
"550",142.5814
"551",81.8838
"552",72.0029
"553",84.6532
"554",157.949
"555",118.80525
