"","x"
"1",160.7531
"2",108.95965
"3",237.8686
"4",128.18005
"5",100.5075
"6",120.69195
"7",142.96955
"8",137.81005
"9",108.4047
"10",252.57425
"11",130.92845
"12",123.7
"13",161.93675
"14",160.6568
"15",74.5854
"16",97.7297500000001
"17",237.53645
"18",143.6455
"19",300.7242
"20",264.4893
"21",103.52475
"22",167.51975
"23",97.7492000000001
"24",204.76085
"25",101.30085
"26",169.76805
"27",83.84555
"28",83.7574
"29",58.9442
"30",69.56745
"31",95.10525
"32",92.98065
"33",112.97495
"34",92.6088999999999
"35",136.77965
"36",71.1574
"37",257.02535
"38",91.8976
"39",66.4702
"40",165.0212
"41",121.6508
"42",180.63795
"43",119.3721
"44",88.81325
"45",66.5182
"46",146.1408
"47",167.87915
"48",168.96365
"49",173.6271
"50",130.81855
"51",92.6235499999999
"52",88.2402500000001
"53",145.53495
"54",154.3706
"55",104.8173
"56",61.3205000000001
"57",76.49175
"58",101.3712
"59",94.54855
"60",109.1468
"61",123.2956
"62",154.3509
"63",157.1885
"64",154.0282
"65",144.907
"66",169.15455
"67",116.80175
"68",129.9053
"69",192.2049
"70",197.0205
"71",201.51875
"72",191.31245
"73",161.5127
"74",165.84595
"75",233.4065
"76",281.1195
"77",267.44465
"78",212.3606
"79",243.4173
"80",281.62345
"81",272.8202
"82",282.17035
"83",269.0782
"84",272.26625
"85",264.18625
"86",337.3373
"87",317.5614
"88",280.9087
"89",312.2087
"90",417.4268
"91",311.11495
"92",262.5797
"93",399.14165
"94",392.21
"95",316.06815
"96",294.7757
"97",278.99875
"98",171.34235
"99",164.62185
"100",424.83385
"101",366.75575
"102",351.3938
"103",343.7483
"104",315.65805
"105",265.7757
"106",255.53305
"107",374.17335
"108",392.1373
"109",302.3586
"110",347.38665
"111",278.99705
"112",286.73195
"113",303.65165
"114",263.09975
"115",185.0206
"116",195.21145
"117",382.7887
"118",438.9455
"119",422.0446
"120",358.50635
"121",327.49835
"122",290.471
"123",301.4417
"124",315.4345
"125",246.7675
"126",204.808
"127",207.61595
"128",187.3076
"129",204.92525
"130",173.56785
"131",420.48725
"132",436.34
"133",416.6335
"134",389.20665
"135",327.1026
"136",312.7464
"137",344.409
"138",344.49335
"139",331.7816
"140",300.452
"141",281.7763
"142",240.0753
"143",283.57165
"144",256.398
"145",236.1134
"146",253.86305
"147",208.82235
"148",202.1094
"149",145.3644
"150",442.4635
"151",448.6597
"152",415.68435
"153",422.84305
"154",316.4966
"155",375.15765
"156",407.94715
"157",373.03245
"158",350.78855
"159",324.1944
"160",363.2479
"161",330.49175
"162",307.1159
"163",292.64565
"164",293.28905
"165",230.64375
"166",289.46805
"167",177.95065
"168",145.92625
"169",122.0532
"170",397.3319
"171",416.0276
"172",397.72625
"173",386.57435
"174",359.18955
"175",399.7899
"176",387.49905
"177",342.072
"178",339.9042
"179",367.6908
"180",338.97325
"181",351.48625
"182",335.78915
"183",321.26105
"184",287.6564
"185",272.01485
"186",228.51945
"187",204.30755
"188",120.52125
"189",441.7952
"190",464.66425
"191",361.56775
"192",396.01935
"193",390.09245
"194",388.2981
"195",392.66215
"196",350.17845
"197",365.80825
"198",311.49165
"199",345.55705
"200",390.61715
"201",426.993
"202",336.69805
"203",347.28755
"204",288.5334
"205",238.07945
"206",186.95365
"207",149.8249
"208",420.21705
"209",365.8138
"210",462.494
"211",427.9982
"212",383.97125
"213",402.28725
"214",399.92355
"215",363.16705
"216",366.91855
"217",264.44675
"218",369.9022
"219",352.5851
"220",364.9134
"221",406.3434
"222",372.9497
"223",373.5605
"224",317.4277
"225",255.6955
"226",221.3753
"227",169.88845
"228",120.00375
"229",407.76935
"230",422.42215
"231",317.3449
"232",422.13115
"233",416.15715
"234",409.6987
"235",394.17445
"236",363.70505
"237",356.60935
"238",343.68425
"239",329.6164
"240",386.85135
"241",395.4251
"242",393.62915
"243",438.12265
"244",394.9727
"245",352.38075
"246",295.7585
"247",217.3699
"248",192.76305
"249",183.4196
"250",131.93665
"251",120.28985
"252",301.5221
"253",432.4179
"254",426.443
"255",376.6006
"256",414.76525
"257",308.76745
"258",355.9981
"259",351.08715
"260",391.61835
"261",412.24635
"262",420.48715
"263",427.2792
"264",444.68915
"265",391.09965
"266",354.1776
"267",270.34865
"268",250.64265
"269",196.7936
"270",165.64985
"271",119.7972
"272",254.4275
"273",372.57965
"274",348.14535
"275",361.63305
"276",356.6545
"277",357.79975
"278",417.6563
"279",420.78115
"280",398.81275
"281",461.26235
"282",394.2883
"283",389.4356
"284",326.2622
"285",301.22905
"286",248.57725
"287",222.3727
"288",178.96365
"289",153.4269
"290",295.97625
"291",273.04
"292",319.186
"293",205.0625
"294",378.52245
"295",416.00695
"296",411.45295
"297",466.74085
"298",459.06855
"299",410.5545
"300",419.63375
"301",350.4599
"302",312.00385
"303",336.13095
"304",303.96325
"305",200.92005
"306",160.2296
"307",324.675
"308",337.84765
"309",220.30935
"310",347.371
"311",424.39145
"312",419.59785
"313",308.49155
"314",401.41705
"315",401.7701
"316",377.9582
"317",364.0806
"318",310.25445
"319",302.81895
"320",251.9307
"321",202.54265
"322",157.13495
"323",294.3732
"324",258.81765
"325",360.09475
"326",437.5635
"327",436.34515
"328",304.76125
"329",400.10865
"330",386.40015
"331",383.0825
"332",331.8008
"333",356.26505
"334",327.7893
"335",287.79665
"336",263.33665
"337",252.1699
"338",361.7337
"339",331.8166
"340",388.4858
"341",389.826
"342",311.12665
"343",351.92925
"344",472.8616
"345",368.18755
"346",218.38625
"347",369.10795
"348",349.554
"349",283.3913
"350",257.42635
"351",220.41725
"352",386.1014
"353",325.38975
"354",361.21085
"355",392.98295
"356",391.507
"357",414.7655
"358",398.99595
"359",312.63615
"360",367.96285
