"","x"
"1",158.0648
"2",109.4539
"3",237.333764285714
"4",121.1305
"5",106.7116
"6",229.8353
"7",144.11295
"8",154.92095
"9",118.04345
"10",271.77485
"11",82.8607
"12",122.468
"13",173.19785
"14",147.77235
"15",78.32665
"16",172.13435
"17",222.69975
"18",145.71325
"19",278.65875
"20",337.0668
"21",99.30405
"22",108.5022
"23",106.06365
"24",164.26785
"25",121.5491
"26",154.2489
"27",94.1674
"28",92.97635
"29",62.9148
"30",79.6295
"31",135.1826
"32",116.29585
"33",127.4158
"34",115.7735
"35",160.2686
"36",73.25875
"37",252.98245
"38",115.617
"39",71.05625
"40",99.05975
"41",132.88125
"42",155.06625
"43",133.48055
"44",108.10415
"45",78.385
"46",144.06845
"47",164.9438
"48",174.4136
"49",168.2584
"50",132.26895
"51",105.35165
"52",99.1895000000001
"53",135.0139
"54",149.8865
"55",94.654
"56",61.01695
"57",77.5705500000001
"58",79.87495
"59",98.60165
"60",112.71675
"61",147.362
"62",153.19305
"63",145.17845
"64",137.73945
"65",157.71145
"66",153.73345
"67",127.46795
"68",130.90945
"69",183.12315
"70",181.7424
"71",208.7646
"72",203.00525
"73",176.623359523809
"74",201.95945
"75",211.70905
"76",269.246257142857
"77",200.3826
"78",206.5089
"79",228.85485
"80",256.3775
"81",261.79105
"82",219.5038
"83",271.1887
"84",278.75225
"85",306.5441
"86",325.92575
"87",315.6679
"88",265.1676
"89",308.52365
"90",413.0395
"91",304.2324
"92",260.46905
"93",397.4809
"94",388.51755
"95",317.47505
"96",290.59285
"97",249.8665
"98",169.1268
"99",173.6684
"100",428.6784
"101",375.88345
"102",318.86165
"103",333.54145
"104",297.4496
"105",253.86125
"106",242.6318
"107",272.4128
"108",387.31195
"109",299.23825
"110",344.93445
"111",312.2575
"112",269.21995
"113",291.65725
"114",216.33205
"115",177.0745
"116",191.4969
"117",381.6581
"118",439.8759
"119",416.0913
"120",372.7639
"121",343.20245
"122",300.6758
"123",305.6306
"124",299.69165
"125",240.23455
"126",157.12645
"127",207.71575
"128",193.50965
"129",206.57815
"130",164.0761
"131",447.43155
"132",436.09105
"133",395.69475
