"","Parameter","NodePurity"
"1","NLCD",28505951.2004591
"2","NLCD_Purity",59225358.891267
"3","Ppt",187875744.784354
"4","Ant_SM",249141259.832144
"5","Peak_SM",241188419.270756
"6","LAI",80457982.5372491
"7","Mean_Slope",84253639.4532367
