"","Parameter","NodePurity"
"1","NLCD",28519248.166978
"2","NLCD_Purity",53147579.3638867
"3","Ppt",179980741.704998
"4","Ant_SM",260240487.224046
"5","Peak_SM",257648205.519021
"6","LAI",75412474.3363668
"7","Mean_Slope",78681978.2994608
