"","Parameter","NodePurity"
"1","NLCD",31713999.5774016
"2","NLCD_Purity",67785982.9925845
"3","Ppt",193253549.821453
"4","Ant_SM",232662536.050002
"5","Peak_SM",223326589.571902
"6","LAI",84343014.6403559
"7","Mean_Slope",90563191.3476153
