"","Parameter","NodePurity"
"1","NLCD",32816711.5171224
"2","NLCD_Purity",77889072.9907887
"3","Ppt",200226523.61683
"4","Ant_SM",209274230.525676
"5","Peak_SM",196962264.009359
"6","LAI",93826101.8313662
"7","Mean_Slope",97913542.1376098
