"","Parameter","NodePurity"
"1","NLCD",27295794.0769622
"2","NLCD_Purity",52046568.7240407
"3","Ppt",178832809.713831
"4","Ant_SM",263850859.375248
"5","Peak_SM",259788900.494872
"6","LAI",74635295.6963301
"7","Mean_Slope",78460627.0716951
