"","Parameter","NodePurity"
"1","NLCD",32169131.4930331
"2","NLCD_Purity",66876642.9935462
"3","Ppt",195014371.081997
"4","Ant_SM",231653013.510014
"5","Peak_SM",222741363.060189
"6","LAI",84291257.0434029
"7","Mean_Slope",90864363.0855359
