"","Parameter","NodePurity"
"1","NLCD",31282305.4000456
"2","NLCD_Purity",66732678.9122635
"3","Ppt",189087243.1508
"4","Ant_SM",236371167.588604
"5","Peak_SM",226125599.853381
"6","LAI",84767145.6076656
"7","Mean_Slope",89219242.0192434
