"","Parameter","NodePurity"
"1","NLCD",31349958.6849337
"2","NLCD_Purity",67551663.6890665
"3","Ppt",192631813.647669
"4","Ant_SM",231856521.445535
"5","Peak_SM",222978824.486616
"6","LAI",86162983.1801864
"7","Mean_Slope",90395187.3466204
