"","Parameter","NodePurity"
"1","NLCD",29151561.3535065
"2","NLCD_Purity",58777028.9728517
"3","Ppt",183273192.338935
"4","Ant_SM",249026888.5929
"5","Peak_SM",246032830.613468
"6","LAI",80444219.5595668
"7","Mean_Slope",83542024.2099609
