"","Parameter","NodePurity"
"1","NLCD",31442978.3624155
"2","NLCD_Purity",67023275.7414109
"3","Ppt",193182473.582624
"4","Ant_SM",232778837.990731
"5","Peak_SM",224070237.99631
"6","LAI",85287436.4989213
"7","Mean_Slope",89788438.9394886
