"","Parameter","NodePurity"
"1","NLCD",31520365.5641164
"2","NLCD_Purity",68009415.7391466
"3","Ppt",195071948.142803
"4","Ant_SM",229510722.190133
"5","Peak_SM",221640175.131993
"6","LAI",85352854.6973343
"7","Mean_Slope",92177199.5584366
