"","Parameter","NodePurity"
"1","NLCD",31934281.2649679
"2","NLCD_Purity",67527578.0532366
"3","Ppt",193679962.940078
"4","Ant_SM",231949530.581438
"5","Peak_SM",222624859.381046
"6","LAI",85648542.8466091
"7","Mean_Slope",89956596.8147867
