"","Parameter","NodePurity"
"1","NLCD",32460434.8838885
"2","NLCD_Purity",67212273.1722655
"3","Ppt",195020291.016255
"4","Ant_SM",229699688.758821
"5","Peak_SM",223088126.467089
"6","LAI",84466316.4434705
"7","Mean_Slope",91488521.129513
