"","Parameter","NodePurity"
"1","NLCD",33299756.1335243
"2","NLCD_Purity",78384324.6654718
"3","Ppt",201621403.469128
"4","Ant_SM",210390764.629158
"5","Peak_SM",195390871.234788
"6","LAI",93043842.8742684
"7","Mean_Slope",97317755.5782186
