"","Parameter","NodePurity"
"1","NLCD",30652656.5816813
"2","NLCD_Purity",66745924.5741762
"3","Ppt",192714360.087282
"4","Ant_SM",233918199.178572
"5","Peak_SM",225501994.895912
"6","LAI",84016223.5751084
"7","Mean_Slope",89942201.0182608
