"","Parameter","NodePurity"
"1","NLCD",29506092.7112573
"2","NLCD_Purity",59388085.9380122
"3","Ppt",185241297.078983
"4","Ant_SM",248960189.306726
"5","Peak_SM",242802539.155366
"6","LAI",80580595.3495774
"7","Mean_Slope",83212476.3490005
