"","Parameter","NodePurity"
"1","NLCD",30998922.9491615
"2","NLCD_Purity",66561150.6862746
"3","Ppt",192621621.041892
"4","Ant_SM",233549747.268384
"5","Peak_SM",224274758.091954
"6","LAI",85292375.4356431
"7","Mean_Slope",89925603.9736995
