"","Parameter","NodePurity"
"1","NLCD",29500484.0632112
"2","NLCD_Purity",59204472.7076123
"3","Ppt",185996006.698259
"4","Ant_SM",248351625.29348
"5","Peak_SM",242777216.5797
"6","LAI",79795951.8980354
"7","Mean_Slope",84388402.7636106
