"","Parameter","NodePurity"
"1","NLCD",28897479.2737472
"2","NLCD_Purity",53239818.9110223
"3","Ppt",176289048.062535
"4","Ant_SM",261511757.774889
"5","Peak_SM",260594310.428984
"6","LAI",75151978.482294
"7","Mean_Slope",78797675.6230177
