"","Parameter","NodePurity"
"1","NLCD",27510142.2772574
"2","NLCD_Purity",52871177.931733
"3","Ppt",176764030.936256
"4","Ant_SM",262758594.368389
"5","Peak_SM",262031927.048961
"6","LAI",75375885.5307661
"7","Mean_Slope",77169177.5510089
