"","Parameter","NodePurity"
"1","NLCD",27949540.1100255
"2","NLCD_Purity",53313850.6727511
"3","Ppt",179572868.810866
"4","Ant_SM",262800141.890836
"5","Peak_SM",257621966.564103
"6","LAI",76004915.173769
"7","Mean_Slope",77186695.2838448
