"","Parameter","NodePurity"
"1","NLCD",32591195.4924184
"2","NLCD_Purity",77049527.2113924
"3","Ppt",200003713.535658
"4","Ant_SM",211961247.981161
"5","Peak_SM",197789245.432785
"6","LAI",93247217.0098024
"7","Mean_Slope",96540471.2325363
