"","Parameter","NodePurity"
"1","NLCD",28051396.1127667
"2","NLCD_Purity",54065315.3910155
"3","Ppt",182622592.158249
"4","Ant_SM",258223044.47716
"5","Peak_SM",254728389.572513
"6","LAI",77748742.4378169
"7","Mean_Slope",79028474.0043308
