"","Parameter","NodePurity"
"1","NLCD",33910352.5190496
"2","NLCD_Purity",78172507.0189963
"3","Ppt",201231168.941193
"4","Ant_SM",209608396.149675
"5","Peak_SM",196223439.214174
"6","LAI",92641589.7422091
"7","Mean_Slope",97820372.809909
