"","Parameter","NodePurity"
"1","NLCD",27151355.2322844
"2","NLCD_Purity",46575860.0645314
"3","Ppt",174848851.463816
"4","Ant_SM",271218257.055673
"5","Peak_SM",272578096.732024
"6","LAI",72729983.6320917
"7","Mean_Slope",72594396.1057581
