"","Parameter","NodePurity"
"1","NLCD",28107446.8636292
"2","NLCD_Purity",53375907.4122382
"3","Ppt",177316873.959708
"4","Ant_SM",264494858.463126
"5","Peak_SM",259451121.091231
"6","LAI",74597209.5723141
"7","Mean_Slope",77395808.7421235
