"","Parameter","NodePurity"
"1","NLCD",26021569.2495149
"2","NLCD_Purity",49938646.6725461
"3","Ppt",170524797.529915
"4","Ant_SM",269162202.789977
"5","Peak_SM",273658405.76226
"6","LAI",73067319.2476087
"7","Mean_Slope",74274987.2371476
