"","Parameter","NodePurity"
"1","NLCD",33260902.5901662
"2","NLCD_Purity",77105043.9182915
"3","Ppt",202446979.920998
"4","Ant_SM",211368305.176687
"5","Peak_SM",195805074.045704
"6","LAI",93090434.6596026
"7","Mean_Slope",96393093.9702334
