"","Parameter","NodePurity"
"1","NLCD",32280980.6376586
"2","NLCD_Purity",66856992.3909573
"3","Ppt",191710538.983293
"4","Ant_SM",233863667.102538
"5","Peak_SM",224268496.850733
"6","LAI",84513058.1432278
"7","Mean_Slope",90041132.851686
