"","Parameter","NodePurity"
"1","NLCD",30814618.839208
"2","NLCD_Purity",66899860.4752029
"3","Ppt",192009211.907301
"4","Ant_SM",235125011.91456
"5","Peak_SM",223994332.163367
"6","LAI",85368579.9766488
"7","Mean_Slope",89677219.586494
