"","Parameter","NodePurity"
"1","NLCD",31168061.4241311
"2","NLCD_Purity",67764956.2358187
"3","Ppt",195587155.111163
"4","Ant_SM",232969712.173243
"5","Peak_SM",220575360.473267
"6","LAI",84827379.3191279
"7","Mean_Slope",90327639.9594614
