"","Parameter","NodePurity"
"1","NLCD",32924365.200057
"2","NLCD_Purity",77545908.7669215
"3","Ppt",201376865.376273
"4","Ant_SM",210191059.528734
"5","Peak_SM",198137788.694741
"6","LAI",92800105.099297
"7","Mean_Slope",96349080.382778
