"","Parameter","NodePurity"
"1","NLCD",32691250.0870607
"2","NLCD_Purity",66893035.9192986
"3","Ppt",193047651.095701
"4","Ant_SM",232509954.560469
"5","Peak_SM",223287462.601186
"6","LAI",84666585.4354018
"7","Mean_Slope",90227127.051628
