"","Parameter","NodePurity"
"1","NLCD",30475726.704955
"2","NLCD_Purity",59967038.7425117
"3","Ppt",187005237.837708
"4","Ant_SM",246424568.592584
"5","Peak_SM",241417243.587526
"6","LAI",79679686.1604995
"7","Mean_Slope",85224351.7637521
