"","Parameter","NodePurity"
"1","NLCD",28453848.0289853
"2","NLCD_Purity",53251886.1109525
"3","Ppt",181104041.473328
"4","Ant_SM",258477874.712613
"5","Peak_SM",256325678.795139
"6","LAI",77730137.4036337
"7","Mean_Slope",79164839.7051934
