"","Parameter","NodePurity"
"1","NLCD",34181783.7272357
"2","NLCD_Purity",77684811.6773708
"3","Ppt",201190366.08291
"4","Ant_SM",209822968.274775
"5","Peak_SM",196582108.282594
"6","LAI",93100796.2342087
"7","Mean_Slope",96423014.545707
