"","Parameter","NodePurity"
"1","NLCD",29838850.4668375
"2","NLCD_Purity",60254357.1092219
"3","Ppt",183225299.872438
"4","Ant_SM",248645680.725615
"5","Peak_SM",243018008.024694
"6","LAI",80957681.7664814
"7","Mean_Slope",83961580.991835
