"","Parameter","NodePurity"
"1","NLCD",31498597.2186314
"2","NLCD_Purity",66593008.7159351
"3","Ppt",195000265.927358
"4","Ant_SM",231958081.274456
"5","Peak_SM",223728093.138996
"6","LAI",85583682.0175615
"7","Mean_Slope",89360284.5316925
