"","Parameter","NodePurity"
"1","NLCD",26363864.184502
"2","NLCD_Purity",43452632.6002305
"3","Ppt",172121542.165708
"4","Ant_SM",273924604.019272
"5","Peak_SM",284810190.370439
"6","LAI",70025500.8153231
"7","Mean_Slope",68445066.8535499
