"","Parameter","NodePurity"
"1","NLCD",29596063.300156
"2","NLCD_Purity",59595637.9659463
"3","Ppt",188767262.321504
"4","Ant_SM",246715872.228026
"5","Peak_SM",242708580.033768
"6","LAI",78304835.7484117
"7","Mean_Slope",84639197.3009331
