"","Parameter","NodePurity"
"1","NLCD",30732549.7939957
"2","NLCD_Purity",66887795.64088
"3","Ppt",193868981.898325
"4","Ant_SM",233227598.573865
"5","Peak_SM",224068431.403072
"6","LAI",84707926.8656188
"7","Mean_Slope",90138986.1740453
