"","Parameter","NodePurity"
"1","NLCD",29773830.7569822
"2","NLCD_Purity",59670867.264579
"3","Ppt",181981127.371403
"4","Ant_SM",251227537.900221
"5","Peak_SM",246340190.805046
"6","LAI",78754766.4354585
"7","Mean_Slope",82789828.345913
