"","Parameter","NodePurity"
"1","NLCD",33612826.1620972
"2","NLCD_Purity",77634303.4617202
"3","Ppt",200299165.684869
"4","Ant_SM",211152241.846256
"5","Peak_SM",196907034.838769
"6","LAI",92932882.5272758
"7","Mean_Slope",96999478.8301965
