"","Parameter","NodePurity"
"1","NLCD",27721377.1770984
"2","NLCD_Purity",48639744.7911486
"3","Ppt",176367650.141604
"4","Ant_SM",269216198.812643
"5","Peak_SM",267759171.889562
"6","LAI",72825382.405448
"7","Mean_Slope",74245962.0958978
