"","Parameter","NodePurity"
"1","NLCD",28577046.145626
"2","NLCD_Purity",59009381.4101892
"3","Ppt",184170019.192057
"4","Ant_SM",250895667.807097
"5","Peak_SM",245239127.124881
"6","LAI",79037180.6979082
"7","Mean_Slope",83393894.3698556
