"","Parameter","NodePurity"
"1","NLCD",27236308.6829552
"2","NLCD_Purity",53159050.810171
"3","Ppt",177674992.634755
"4","Ant_SM",265304913.903057
"5","Peak_SM",260022900.6213
"6","LAI",74768718.0087259
"7","Mean_Slope",76286292.5959276
