"","Parameter","NodePurity"
"1","NLCD",29042829.714608
"2","NLCD_Purity",58934385.4893318
"3","Ppt",185761026.675847
"4","Ant_SM",249085398.354026
"5","Peak_SM",240968246.305823
"6","LAI",80636716.1427619
"7","Mean_Slope",85465892.5261664
