"","Parameter","NodePurity"
"1","NLCD",33333189.251247
"2","NLCD_Purity",76941219.4824629
"3","Ppt",198759140.260776
"4","Ant_SM",212518281.377446
"5","Peak_SM",198836452.285028
"6","LAI",92634421.3205523
"7","Mean_Slope",96129152.685683
