"","Parameter","NodePurity"
"1","NLCD",31317856.8413043
"2","NLCD_Purity",67439471.594419
"3","Ppt",190675737.758438
"4","Ant_SM",234046032.765275
"5","Peak_SM",222562432.849037
"6","LAI",86749019.0451303
"7","Mean_Slope",90438244.7595772
