"","Parameter","NodePurity"
"1","NLCD",29254873.131104
"2","NLCD_Purity",58838862.8154509
"3","Ppt",186004778.031051
"4","Ant_SM",248999329.595909
"5","Peak_SM",241612755.093661
"6","LAI",79588358.748713
"7","Mean_Slope",85531557.4732722
