"","Parameter","NodePurity"
"1","NLCD",33552009.3137134
"2","NLCD_Purity",77836570.3564135
"3","Ppt",200198721.790865
"4","Ant_SM",210387307.625727
"5","Peak_SM",196969728.366034
"6","LAI",93281412.7442444
"7","Mean_Slope",97328855.9952082
