"","Parameter","NodePurity"
"1","NLCD",31654341.2718956
"2","NLCD_Purity",66499855.4761728
"3","Ppt",191739104.919039
"4","Ant_SM",234080719.966641
"5","Peak_SM",224384507.914183
"6","LAI",84826420.2770751
"7","Mean_Slope",89836113.6958996
