"","Parameter","NodePurity"
"1","NLCD",31765129.0958718
"2","NLCD_Purity",66904673.2926004
"3","Ppt",194221493.31775
"4","Ant_SM",232014039.022928
"5","Peak_SM",222186068.697111
"6","LAI",84968570.0051157
"7","Mean_Slope",91495943.9469993
