"","Parameter","NodePurity"
"1","NLCD",33001322.0465965
"2","NLCD_Purity",77440942.1016927
"3","Ppt",202558773.740555
"4","Ant_SM",211258003.740653
"5","Peak_SM",196240910.535194
"6","LAI",92616838.2857774
"7","Mean_Slope",96423915.6469989
