"","Parameter","NodePurity"
"1","NLCD",33851147.5357957
"2","NLCD_Purity",76988871.5036654
"3","Ppt",202663047.036616
"4","Ant_SM",209364219.461929
"5","Peak_SM",197111720.776787
"6","LAI",91768270.7842374
"7","Mean_Slope",97701735.6460025
