"","Parameter","NodePurity"
"1","NLCD",30910219.7511281
"2","NLCD_Purity",67831057.9365033
"3","Ppt",190996350.163053
"4","Ant_SM",233588667.193599
"5","Peak_SM",224524425.308936
"6","LAI",85717681.3412044
"7","Mean_Slope",89627751.2740934
